,painting_name,painting_title,img_url,painting_artist
1401,A Jacobite Group in St James Park,,http://media.tate.org.uk/art/images/work/T/T07/T07092_10.jpg,"Reysschoot, Peter John van"
1402,"Winter Afternoon, Chalk Farm",,http://media.tate.org.uk/art/images/work/N/N05/N05214_10.jpg,"Rhoades, Geoffrey"
1403,Airport,,http://media.tate.org.uk/art/images/work/T/T12/T12861_10.jpg,"Rhodes, Carol"
1404,Shillingford Bridge,,http://media.tate.org.uk/art/images/work/T/T08/T08216_10.jpg,"Rich, Alfred William"
1405,Paratroops outside Breville,,http://media.tate.org.uk/art/images/work/N/N05/N05728_10.jpg,"Richards, Albert"
1406,The Coster Woman,,http://media.tate.org.uk/art/images/work/T/T07/T07115_10.jpg,"Richards, Ceri"
1407,"Country Scene, with Travellers",,http://media.tate.org.uk/art/images/work/T/T10/T10337_10.jpg,"Richards, John Inigo"
1408,"Portrait of the Artists Son, Jonathan Richardson the Younger, in his Study",,http://media.tate.org.uk/art/images/work/T/T13/T13207_10.jpg,"Richardson, Jonathan"
1409,The Vale of Delphi,,http://media.tate.org.uk/art/images/work/T/T08/T08542_10.jpg,"Richardson, Thomas Miles, Junior"
1410,"Portrait of E.M. Ward, RA (1816-1879)",,http://media.tate.org.uk/art/images/work/T/T09/T09139_10.jpg,"Richmond, George"
1411,Portrait of Mrs Ernest Moon,,http://media.tate.org.uk/art/images/work/T/T07/T07130_10.jpg,"Richmond, Sir William Blake"
1412,Abstract Painting (726),,http://media.tate.org.uk/art/images/work/T/T06/T06600_10.jpg,"Richter, Gerhard"
1413,The Pool of London,,http://media.tate.org.uk/art/images/work/N/N03/N03411_10.jpg,"Ridley, Matthew White"
1414,[title not known],,http://media.tate.org.uk/art/images/work/T/T09/T09818_10.jpg,"Rigby, Elizabeth"
1415,Study of a Nude Man,,http://media.tate.org.uk/art/images/work/T/T08/T08550_10.jpg,"Riley, John"
1416,Perspectives,,http://media.tate.org.uk/art/images/work/T/T00/T00123_10.jpg,"Riopelle, Jean-Paul"
1417,Capuchin Friar,,http://media.tate.org.uk/art/images/work/N/N00/N00455_10.jpg,"Rippingille, Edward Villiers"
1418,Still Life,,,"Rivera, Diego"
1419,Parts of the Face: French Vocabulary Lesson,,http://media.tate.org.uk/art/images/work/T/T00/T00522_10.jpg,"Rivers, Larry"
1420,Stormy Weather,,http://media.tate.org.uk/art/images/work/N/N01/N01710_10.jpg,"Rivers, Leopold"
1421,Beyond Mans Footsteps,,http://media.tate.org.uk/art/images/work/N/N01/N01577_10.jpg,"Riviere, Briton"
1422,Carmelite Monks at Seville,,http://media.tate.org.uk/art/images/work/T/T09/T09206_10.jpg,"Roberts, David"
1423,Study for Bus Stop,,http://media.tate.org.uk/art/images/work/T/T12/T12746_10.jpg,"Roberts, William"
1424,The Yes No Quality Of Dreams,,,"Robilliard, David"
1425,Pastoral,,http://media.tate.org.uk/art/images/work/N/N03/N03954_10.jpg,"Robinson, Frederick Cayley"
1426,Newton Manor,,http://media.tate.org.uk/art/images/work/N/N02/N02443_10.jpg,"Robinson, Sir John Charles"
1427,Poultry,,http://media.tate.org.uk/art/images/work/T/T09/T09192_10.jpg,"Robson, George Fennel"
1428,Cornfields at Somerton,,http://media.tate.org.uk/art/images/work/T/T03/T03848_10.jpg,"Rogers, Claude"
1429,Composition,,,"Romiti, Sergio"
1430,Mother and Child,,http://media.tate.org.uk/art/images/work/T/T09/T09205_10.jpg,"Romney, George"
1431,"Naomi, Ruth and Obed",,http://media.tate.org.uk/art/images/work/A/A00/A00841_10.jpg,"Rooke, Thomas Matthews"
1432,North West View of Friar Bacons Study,,http://media.tate.org.uk/art/images/work/T/T06/T06440_10.jpg,"Rooker, Michael Angelo"
1433,"The Match between Aaron and Driver at Maidenhead, Aug. 1754: Driver Winning the Third Heat",,http://media.tate.org.uk/art/images/work/T/T02/T02367_10.jpg,"Roper, Richard"
1434,Self-Portrait,,http://media.tate.org.uk/art/images/work/T/T01/T01550_10.jpg,"Rosenberg, Isaac"
1435,Sketch of Angels Heads,,http://media.tate.org.uk/art/images/work/T/T03/T03817_10.jpg,"Rossetti, Dante Gabriel"
1436,Jodrell Bank,,,"Roth, Frank"
1437,Vertical Spin,,http://media.tate.org.uk/art/images/work/T/T04/T04913_10.jpg,"Rothenberg, Susan"
1438,In Between,,http://media.tate.org.uk/art/images/work/T/T00/T00889_10.jpg,"Rothenstein, Michael"
1439,Parting at Morning,,http://media.tate.org.uk/art/images/work/T/T07/T07283_10.jpg,"Rothenstein, Sir William"
1440,Untitled,,http://media.tate.org.uk/art/images/work/T/T04/T04149_10.jpg,"Rothko, Mark"
1441,The Italian Woman,,http://media.tate.org.uk/art/images/work/N/N05/N05906_10.jpg,"Rouault, Georges"
1442,Bouquet of Flowers,,http://media.tate.org.uk/art/images/work/N/N04/N04727_10.jpg,"Rousseau, Henri"
1443,The Reading Girl,,http://media.tate.org.uk/art/images/work/N/N04/N04361_10.jpg,"Roussel, Thodore"
1444,Street Scene Kentish Town,,http://media.tate.org.uk/art/images/work/T/T12/T12448_10.jpg,"Rowe, Cliff"
1445,A Two OClock Ordinary,,http://media.tate.org.uk/art/images/work/T/T11/T11696_10.jpg,"Rowlandson, Thomas"
1446,Souvenir of Venice,,http://media.tate.org.uk/art/images/work/T/T03/T03935_10.jpg,"Rowntree, Kenneth"
1447,"Boris Anrep in his Studio, 65 Boulevard Arago",,http://media.tate.org.uk/art/images/work/T/T03/T03537_10.jpg,"Roy, Pierre"
1448,"The Apotheosis of James I and Other Studies: Multiple Sketch for the Banqueting House Ceiling, Whitehall",,http://media.tate.org.uk/art/images/work/T/T12/T12919_10.jpg,"Rubens, Peter Paul"
1449,SP96,,,"Ruby, Sterling"
1450,Agrippina with the Ashes of Germanicus,,http://media.tate.org.uk/art/images/work/T/T03/T03606_10.jpg,"Runciman, Alexander"
1451,Vowel #98 (O),,http://media.tate.org.uk/art/images/work/T/T12/T12913_10.jpg,"Ruscha, Edward"
1452,St Pauls,,http://media.tate.org.uk/art/images/work/N/N04/N04601_10.jpg,"Rushbury, Sir Henry"
1453,View of Bologna,,http://media.tate.org.uk/art/images/work/N/N03/N03507_10.jpg,"Ruskin, John"
1454,The Fortune-Teller,,http://media.tate.org.uk/art/images/work/N/N05/N05249_10.jpg,"Russell, John"
1455,Carting Sand,,http://media.tate.org.uk/art/images/work/N/N05/N05105_10.jpg,"Russell, Sir Walter"
1456,"The Pump, Nash End",,http://media.tate.org.uk/art/images/work/N/N05/N05258_10.jpg,"Rutherston, Albert"
1457,Flowers on a Chair,,http://media.tate.org.uk/art/images/work/T/T00/T00195_10.jpg,"Ryan, Adrian"
1458,Three Recumbent Men in Tricorne Hats,,http://media.tate.org.uk/art/images/work/T/T10/T10356_10.jpg,"Ryley, Charles Reuben"
1459,A Good Story,,http://media.tate.org.uk/art/images/work/N/N01/N01556_10.jpg,"Sadler, Walter Dendy"
1460,Jos Wild Wood,,http://media.tate.org.uk/art/images/work/T/T00/T00533_10.jpg,"Said, Anne"
1461,Landscape,,http://media.tate.org.uk/art/images/work/T/T09/T09233_10.jpg,"Sailmaker, Isaac"
1462,The Way Its Done at the Casino. A Couple Dancing,,http://media.tate.org.uk/art/images/work/T/T10/T10115_10.jpg,"Sala, George Augustus Henry"
1463,Satori Three Inches within Your Heart,,http://media.tate.org.uk/art/images/work/T/T07/T07176_10.jpg,"Salle, David"
1464,Four Lines IV,,,"Salter, Rebecca"
1465,The Boot and the Blockhead,,http://media.tate.org.uk/art/images/work/T/T10/T10121_10.jpg,"Sandby, Paul"
1466,Nottingham,,http://media.tate.org.uk/art/images/work/T/T09/T09212_10.jpg,"Sandby, Thomas"
1467,"Wooded Landscape with Traveller and Packhorse, after F. Towne",,http://media.tate.org.uk/art/images/work/T/T08/T08575_10.jpg,"Sanders, Ann"
1468,Anti-Aircraft Memorial,,http://media.tate.org.uk/art/images/work/T/T12/T12426_10.jpg,"Sandle, Michael"
1469,Great Yarmouth and Breydon Water,,http://media.tate.org.uk/art/images/work/T/T05/T05717_10.jpg,"Sandys, Frederick"
1470,Rosalind,,http://media.tate.org.uk/art/images/work/T/T02/T02059_10.jpg,"Sant, James"
1471,Mrs Carl Meyer and her Children,,http://media.tate.org.uk/art/images/work/T/T12/T12988_10.jpg,"Sargent, John Singer"
1472,A Black Horse with Two Dogs,,http://media.tate.org.uk/art/images/work/T/T00/T00888_10.jpg,"Sartorius, Francis"
1473,The Earl of Darlington Fox-Hunting with the Raby Pack: The Death,,http://media.tate.org.uk/art/images/work/T/T02/T02371_10.jpg,"Sartorius, John Nost"
1474,Untitled (a),,http://media.tate.org.uk/art/images/work/T/T12/T12130_10.jpg,"Sasnal, Wilhelm"
1475,Rhythm from Three Intervals,,http://media.tate.org.uk/art/images/work/T/T12/T12506_10.jpg,"Saunders, David"
1476,Abstract Multicoloured Design,,http://media.tate.org.uk/art/images/work/T/T00/T00624_10.jpg,"Saunders, Helen"
1477,Imaginary Portrait of Goya,,http://media.tate.org.uk/art/images/work/T/T00/T00866_10.jpg,"Saura, Antonio"
1478,90 Elements,,http://media.tate.org.uk/art/images/work/T/T12/T12848_10.jpg,"Scheibitz, Thomas"
1479,Loss of the Royal George,,http://media.tate.org.uk/art/images/work/N/N01/N01191_10.jpg,"Schetky, John Christian"
1480,Homo Painting,,,"Schnabel, Julian"
1481,"Cliff, Grey Weather",,,"Schuffenecker, Emile"
1482,Untitled,,,"Schultze, Bernard"
1483,7/1961,,http://media.tate.org.uk/art/images/work/P/P77/P77509_10.jpg,"Schumacher, Emil"
1484,"The Radcliffe Observatory, Oxford",,http://media.tate.org.uk/art/images/work/N/N05/N05371_10.jpg,"Schwabe, Randolph"
1485,The By-Way to Hell,,http://media.tate.org.uk/art/images/work/N/N02/N02405_10.jpg,"Scott, David"
1486,Dunskie Castle near Port Patrick,,http://media.tate.org.uk/art/images/work/T/T08/T08607_10.jpg,"Scott, Frances"
1487,A Cart and Horse,,http://media.tate.org.uk/art/images/work/T/T09/T09240_10.jpg,"Scott, Samuel"
1488,Nude Putting on Stockings,,,"Scott, William"
1489,Rossettis Wombat Seated in his Masters Lap,,http://media.tate.org.uk/art/images/work/N/N04/N04630_10.jpg,"Scott, William Bell"
1490,Coyote,,,"Scully, Sean"
1491,Landscape with Castle under a Stormy Sky,,,"Seabrooke, Elliott"
1492,Two Snakes,,http://media.tate.org.uk/art/images/work/T/T10/T10693_10.jpg,"Seba, Albertus"
1493,The Mountains of Moab,,,"Seddon, Thomas"
1494,Colour Cycle III,,http://media.tate.org.uk/art/images/work/T/T01/T01237_10.jpg,"Sedgley, Peter"
1495,Harbour on Bornholm,,http://media.tate.org.uk/art/images/work/T/T01/T01243_10.jpg,"Segal, Arthur"
1496,Portrait of a Man in a Slashed Black Doublet,,http://media.tate.org.uk/art/images/work/T/T03/T03576_10.jpg,"Segar, Sir William"
1497,This is propaganda,,,"Sehgal, Tino"
1498,[no title],,,"Self, Colin"
1499,General View of the Environs of Naples,,http://media.tate.org.uk/art/images/work/T/T08/T08269_10.jpg,"Serres, Dominic"
1500,The Courtyard of an Inn at Tivoli,,http://media.tate.org.uk/art/images/work/T/T10/T10319_10.jpg,"Serres, John Thomas"
1501,Roof Tops in Paris,,http://media.tate.org.uk/art/images/work/T/T00/T00231_10.jpg,"Serusier, Paul"
1502,Once Upon a Time There Was Oil (Car on Beach),,http://media.tate.org.uk/art/images/work/T/T05/T05555_10.jpg,"Setch, Terry"
1503,Suburban Train Arriving in Paris,,http://media.tate.org.uk/art/images/work/T/T01/T01070_10.jpg,"Severini, Gino"
1504,The Infant of the Apocalypse Saved from the Dragon,,http://media.tate.org.uk/art/images/work/T/T03/T03357_10.jpg,"Severn, Joseph"
1505,A Meet. Verso: Sketch of a Hunt Starting Off,,http://media.tate.org.uk/art/images/work/T/T09/T09239_10.jpg,"Seymour, James"
1506,Line of Life,,http://media.tate.org.uk/art/images/work/N/N04/N04676_10.jpg,"Shackleton, William"
1507,Madame Patey,,http://media.tate.org.uk/art/images/work/N/N04/N04263_10.jpg,"Shannon, Sir James Jebusa"
1508,Untitled,,,"Shapinsky, Harold"
1509,Moses and the Daughters of the King of Midian,,http://media.tate.org.uk/art/images/work/T/T08/T08479_10.jpg,"Sharpe, Charles Kirkpatrick"
1510,Jane,,http://media.tate.org.uk/art/images/work/T/T12/T12373_10.jpg,"Shaw, Raqib"
1511,A Village Festival,,http://media.tate.org.uk/art/images/work/T/T00/T00018_10.jpg,"Shayer, William, Senior"
1512,Two Rustic Figures,,http://media.tate.org.uk/art/images/work/T/T04/T04368_10.jpg,"Shee, Sir Martin Archer"
1513,Churchyard at Bettws-y-Coed,,http://media.tate.org.uk/art/images/work/N/N04/N04973_10.jpg,"Sheffield, George"
1514,Annunciation,,http://media.tate.org.uk/art/images/work/T/T01/T01125_10.jpg,"Shelley, John"
1515,A Woman Pointing to a Child Leading a Horse. Verso: Study of a Male Figure,,http://media.tate.org.uk/art/images/work/T/T10/T10327_10.jpg,"Shelley, Samuel"
1516,Meem Two,,http://media.tate.org.uk/art/images/work/T/T13/T13567_10.jpg,"Shemza, Anwar Jalal"
1517,Design for a Fan,,http://media.tate.org.uk/art/images/work/T/T09/T09231_10.jpg,"Sheringham, George"
1518,Wide Landscape with Lake in the Middle Distance. Verso: Trees,,http://media.tate.org.uk/art/images/work/T/T08/T08483_10.jpg,"Sherlock, William P."
1519,Holes,,http://media.tate.org.uk/art/images/work/T/T07/T07898_10.jpg,"Shimamoto, Shozo"
1520,A Pastoral,,,"Short, Sir Frank"
1521,"View of a House and its Estate in Belsize, Middlesex",,http://media.tate.org.uk/art/images/work/T/T06/T06996_10.jpg,"Siberechts, Jan"
1522,Musical Instruments,,http://media.tate.org.uk/art/images/work/N/N04/N04677_10.jpg,"Sichel, Ernest Leopold"
1523,"Old Curiosity Shop, Dieppe",,http://media.tate.org.uk/art/images/work/N/N05/N05102_10.jpg,"Sickert, Bernard"
1524,Brighton Pierrots,,http://media.tate.org.uk/art/images/work/T/T07/T07041_10.jpg,"Sickert, Walter Richard"
1525,Sir Patrick Spens,,http://media.tate.org.uk/art/images/work/N/N03/N03471_10.jpg,"Siddal, Elizabeth Eleanor"
1526,CLUBFOOT,,,"Sillman, Amy"
1527,Study for I am the Abyss and I am Light,,http://media.tate.org.uk/art/images/work/T/T07/T07299_10.jpg,"Sims, Charles"
1528,Provence I,,http://media.tate.org.uk/art/images/work/T/T00/T00181_10.jpg,"Singier, Gustave"
1529,"A Woman, Half Length, Standing",,http://media.tate.org.uk/art/images/work/T/T10/T10180_10.jpg,"Singleton, Henry"
1530,Compositions,,,"Sironi, Mario"
1531,"High Force, or Hardrow",,http://media.tate.org.uk/art/images/work/T/T09/T09217_10.jpg,"Skeaf, D."
1532,A Farmstead. Verso: Standing Figure,,http://media.tate.org.uk/art/images/work/T/T08/T08473_10.jpg,"Skelton, Jonathan"
1533,Landscape with River and Trees,,http://media.tate.org.uk/art/images/work/T/T08/T08482_10.jpg,"Skippe, John"
1534,Sir George Lee,,http://media.tate.org.uk/art/images/work/T/T00/T00674_10.jpg,"Slaughter, Stephen"
1535,"St Pauls Wharf, Thames",,http://media.tate.org.uk/art/images/work/N/N00/N00676_10.jpg,"Sleap, Joseph Axe"
1536,A Representation of the Liberal Arts: Ceiling Design for the State Dining Room at Grimsthorpe Castle,,http://media.tate.org.uk/art/images/work/T/T03/T03465_10.jpg,"Sleter, Francesco"
1537,The Last Match,,http://media.tate.org.uk/art/images/work/N/N01/N01595_10.jpg,"Small, William"
1538,A Courtyard between Highly Ornate Tudor Buildings,,http://media.tate.org.uk/art/images/work/T/T10/T10350_10.jpg,"Smallwood, William Frome"
1539,Pinewoods under the Snow,,http://media.tate.org.uk/art/images/work/N/N05/N05457_10.jpg,"Smart, Edgar Rowley"
1540,Saul Hiding,,http://media.tate.org.uk/art/images/work/T/T08/T08259_10.jpg,"Smetham, James"
1541,An Illustration: ?The Bastard,,http://media.tate.org.uk/art/images/work/T/T10/T10108_10.jpg,"Smirke, Robert"
1542,Landscape,,http://media.tate.org.uk/art/images/work/N/N04/N04512_10.jpg,"Smith, George, of Chichester"
1543,Untitled,,http://media.tate.org.uk/art/images/work/T/T00/T00383_10.jpg,"Smith, Hassel"
1544,Objects in Light and Shadow,,http://media.tate.org.uk/art/images/work/T/T06/T06461_10.jpg,"Smith, Jack"
1545,"A Girl Reading, a Man Standing over Her",,http://media.tate.org.uk/art/images/work/T/T09/T09232_10.jpg,"Smith, John Raphael"
1546,A Sketching Lesson at a Cottage Door,,http://media.tate.org.uk/art/images/work/T/T09/T09228_10.jpg,"Smith, John Thomas"
1547,A Convent at Surrentum,,http://media.tate.org.uk/art/images/work/T/T09/T09271_10.jpg,"Smith, John `Warwick'"
1548,"Raby Castle, Durham, engraved by W. Radclyffe",,http://media.tate.org.uk/art/images/work/T/T06/T06444_10.jpg,"Smith, Joseph Clarendon"
1549,Paolo,,,"Smith, Keir"
1550,Blue Girl,,,"Smith, Kiki"
1551,Project for the Facade of the Tate Gallery,,,"Smith, Sidney Robert James"
1552,Landscape near Antibes,,http://media.tate.org.uk/art/images/work/T/T06/T06493_10.jpg,"Smith, Sir Matthew"
1553,"Lake of Como from Cadanabbia, near Bellagio",,http://media.tate.org.uk/art/images/work/T/T05/T05480_10.jpg,"Smith, Thomas"
1554,Germinal,,http://media.tate.org.uk/art/images/work/N/N01/N01709_10.jpg,"Smythe, Lionel Percy"
1555,"Portrait of a Gentleman with a Dog, Probably Sir Thomas Tipping",,http://media.tate.org.uk/art/images/work/T/T04/T04162_10.jpg,"Soest, Gilbert"
1556,A Life (Black and White),,http://media.tate.org.uk/art/images/work/T/T12/T12900_10.jpg,"Solakov, Nedko"
1557,"Portrait of Henry Lannoy Hunter in Oriental Dress, Resting from Hunting, with a Manservant Holding Game",,http://media.tate.org.uk/art/images/work/T/T11/T11977_10.jpg,"Soldi, Andrea"
1558,Psyche: The Blue Martin,,http://media.tate.org.uk/art/images/work/P/P12/P12260_10.jpg,"Solien, T.L."
1559,"The Acquittal, engraved by W.H. Simmons",,http://media.tate.org.uk/art/images/work/T/T03/T03617_10.jpg,"Solomon, Abraham"
1560,The Judgment of Solomon,,http://media.tate.org.uk/art/images/work/T/T08/T08472_10.jpg,"Solomon, Simeon"
1561,A Family Group: The Artists Wife and Children: Papa Painting!,,http://media.tate.org.uk/art/images/work/N/N04/N04916_10.jpg,"Solomon, Solomon J."
1562,Off Valparaiso,,http://media.tate.org.uk/art/images/work/N/N01/N01773_10.jpg,"Somerscales, Thomas J."
1563,River Scene,,http://media.tate.org.uk/art/images/work/T/T00/T00654_10.jpg,"Somov, Konstantin"
1564,Southampton Dock,,http://media.tate.org.uk/art/images/work/N/N05/N05731_10.jpg,"Sorrell, Alan"
1565,George Puleston (?),,http://media.tate.org.uk/art/images/work/N/N06/N06247_10.jpg,"Souch, John"
1566,Etching No. 2,,http://media.tate.org.uk/art/images/work/P/P77/P77116_10.jpg,"Soulages, Pierre"
1567,2 HWP 2 AlEntrada del Temps Clar,,http://media.tate.org.uk/art/images/work/T/T01/T01562_10.jpg,"Southall, Derek"
1568,The Mount of Olives,,http://media.tate.org.uk/art/images/work/T/T06/T06855_10.jpg,"Southall, Joseph Edward"
1569,Cagnes Landscape with Tree,,http://media.tate.org.uk/art/images/work/T/T02/T02132_10.jpg,"Soutine, Cham"
1570,Crucifixion,,http://media.tate.org.uk/art/images/work/T/T06/T06776_10.jpg,"Souza, F.N."
1571,"The Alcantara, Toledo, by Moonlight",,http://media.tate.org.uk/art/images/work/N/N01/N01964_10.jpg,"Speed, Harold"
1572,Hilda and Maggie,,http://media.tate.org.uk/art/images/work/T/T12/T12356_10.jpg,"Spencer Watson, George"
1573,The Progress of Husbandry,,http://media.tate.org.uk/art/images/work/T/T03/T03224_10.jpg,"Spencer, Gilbert"
1574,Gallant and Gay Lothario. Caricature,,http://media.tate.org.uk/art/images/work/T/T10/T10114_10.jpg,"Spencer, Lady"
1575,"A Bay Hunter Held by a Groom, with a Stag-Hunt in the Background",,http://media.tate.org.uk/art/images/work/T/T02/T02373_10.jpg,"Spencer, Thomas"
1576,Lovers,,http://media.tate.org.uk/art/images/work/T/T07/T07142_10.jpg,"Spero, Nancy"
1577,The Schoolmistress,,http://media.tate.org.uk/art/images/work/N/N04/N04880_10.jpg,"Spilsbury, Maria"
1578,Yellow Wash-stand,,http://media.tate.org.uk/art/images/work/N/N05/N05339_10.jpg,"Spurrier, Steven"
1579,The Temptation in the Wilderness,,http://media.tate.org.uk/art/images/work/T/T04/T04169_10.jpg,"St John Long, John St John"
1580,Composition 1950,,http://media.tate.org.uk/art/images/work/T/T03/T03084_10.jpg,"Stael, Nicolas de"
1581,Shipping in an Estuary,,http://media.tate.org.uk/art/images/work/T/T09/T09328_10.jpg,"Stanfield, Clarkson Frederick"
1582,The Wine Press,,http://media.tate.org.uk/art/images/work/N/N04/N04493_10.jpg,"Stanhope, John Roddam Spencer"
1583,His First Offence,,http://media.tate.org.uk/art/images/work/N/N01/N01567_10.jpg,"Stanley, Lady Dorothy"
1584,A Hillside Covered with Gorse-Scrub,,http://media.tate.org.uk/art/images/work/T/T08/T08201_10.jpg,"Stark, James"
1585,A Study,,http://media.tate.org.uk/art/images/work/T/T03/T03643_10.jpg,"Starr, Sydney"
1586,[no title],,,"Staton, Sarah"
1587,White-Black Relief No. 6,,,"Stazewski, Henryk"
1588,[no title] (Preparatory Drawing for Abakum),,http://media.tate.org.uk/art/images/work/T/T12/T12621_10.jpg,"Steele, Jeffrey"
1589,Model Seated Before a Mirror,,http://media.tate.org.uk/art/images/work/T/T11/T11973_10.jpg,"Steer, Philip Wilson"
1590,"The Wave - From the Sea - After Leonardo, Hokusai and Courbet",,,"Steir, Pat"
1591,Morte dArthur,,http://media.tate.org.uk/art/images/work/N/N04/N04635_10.jpg,"Stephens, Frederic George"
1592,"NY, NY No. X",,,"Sterne, Hedda"
1593,Mexican Church Interior,,,"Sterne, Maurice"
1594,Charity. Design for a Roundel,,http://media.tate.org.uk/art/images/work/T/T10/T10145_10.jpg,"Stevens, Alfred"
1595,Porch,,http://media.tate.org.uk/art/images/work/T/T01/T01453_10.jpg,"Stevens, Norman"
1596,Houses in Snow,,http://media.tate.org.uk/art/images/work/N/N04/N04204_10.jpg,"Stevenson, Robert Alan Mowbray"
1597,Untitled,,http://media.tate.org.uk/art/images/work/T/T13/T13593_10.jpg,"Stezaker, John"
1598,1953,,http://media.tate.org.uk/art/images/work/T/T01/T01498_10.jpg,"Still, Clyfford"
1599,Il y en a toujours un autre,,http://media.tate.org.uk/art/images/work/N/N01/N01583_10.jpg,"Stone, Marcus"
1600,Sketch for The Brides Burial,,http://media.tate.org.uk/art/images/work/N/N04/N04109_10.jpg,"Storey, George Adolphus"
1601,Sancho Panza Persuading the Don to Marry,,http://media.tate.org.uk/art/images/work/T/T11/T11728_10.jpg,"Stothard, Thomas"
1602,Girl in a Meadow,,http://media.tate.org.uk/art/images/work/N/N05/N05031_10.jpg,"Stott of Oldham, William"
1603,Changing Pastures,,http://media.tate.org.uk/art/images/work/N/N03/N03670_10.jpg,"Stott, Edward"
1604,Craig-y-Bere,,http://media.tate.org.uk/art/images/work/N/N05/N05286_10.jpg,"Strang, Ian"
1605,A Man Gazing over a Wide View of Laurensburg,,http://media.tate.org.uk/art/images/work/T/T05/T05469_10.jpg,"Streatfeild, Robert"
1606,Portrait of the Artist,,http://media.tate.org.uk/art/images/work/N/N03/N03137_10.jpg,"Stringer, Daniel"
1607,A Golden Thread,,http://media.tate.org.uk/art/images/work/N/N01/N01625_10.jpg,"Strudwick, John Melhuish"
1608,The Town of Kraslava,,,"Strunke, Niklavs"
1609,An Italian Cart,,http://media.tate.org.uk/art/images/work/T/T10/T10965_10.jpg,"Strutt, Arthur John"
1610,Portrait of a Man (Self-portrait?),,http://media.tate.org.uk/art/images/work/N/N05/N05612_10.jpg,"Stuart, Gilbert"
1611,Untitled,,,"Stubbing, N.H."
1612,Study of an Eagle,,http://media.tate.org.uk/art/images/work/T/T07/T07878_10.jpg,"Stubbs, George"
1613,Venetian Lyric (Santa Maria della Salute)(?),,http://media.tate.org.uk/art/images/work/T/T03/T03646_10.jpg,"Studd, Arthur"
1614,"House and Hill, North Island, New Zealand",,,"Sultan, Altoon"
1615,Stromboli Dark,,,"Summers, Carol"
1616,View of a Lake in the Alps,,http://media.tate.org.uk/art/images/work/T/T09/T09853_10.jpg,"Sunderland, Thomas"
1617,Composition: Mountain Landscape,,http://media.tate.org.uk/art/images/work/T/T08/T08630_10.jpg,"Sutherland, Elizabeth Leveson-Gower, Duchess-Countess of"
1618,Standing Forms II,,http://media.tate.org.uk/art/images/work/T/T03/T03113_10.jpg,"Sutherland, Graham, OM"
1619,The Tree,,http://media.tate.org.uk/art/images/work/T/T00/T00330_10.jpg,"Sutton, Philip"
1620,GT/TS 9-90 A6,,http://media.tate.org.uk/art/images/work/P/P20/P20143_10.jpg,"Sutton, Trevor"
1621,Miss Elizabeth Williamson on a Pony,,http://media.tate.org.uk/art/images/work/N/N05/N05019_10.jpg,"Swynnerton, Annie Louisa"
1622,Etching with Evil Spirits,,http://media.tate.org.uk/art/images/work/P/P02/P02282_10.jpg,"Sydney, Berenice"
1623,Mary Iliffs Viola Played by Electric Light and Drawn by Gas Light,,http://media.tate.org.uk/art/images/work/T/T07/T07495_10.jpg,"Symons, Patrick"
1624,Photograph of Photograph,,,"Takamatsu, Jiro"
1625,The Founding of Australia 1788,,http://media.tate.org.uk/art/images/work/N/N04/N04877_10.jpg,"Talmage, Algernon"
1626,Man and Woman,,,"Tamayo, Rufino"
1627,Lion and Sword,,,"Tanavoli, Parviz"
1628,Untitled,,,"Tanguy, Yves"
1629,Grey Ochre,,http://media.tate.org.uk/art/images/work/T/T00/T00927_10.jpg,"Tapies, Antoni"
1630,Study for The Death of Danielle Casanova,,http://media.tate.org.uk/art/images/work/T/T07/T07917_10.jpg,"Taslitzky, Boris"
1631,An Artists Studio,,http://media.tate.org.uk/art/images/work/T/T09/T09847_10.jpg,"Tassaert, Philippe Joseph"
1632,Diana and her Nymphs,,http://media.tate.org.uk/art/images/work/T/T08/T08520_10.jpg,"Taverner, William"
1633,Dragoons on the March,,,"Tayler, Frederick"
1634,Paddlers among Ruins,,http://media.tate.org.uk/art/images/work/N/N02/N02983_10.jpg,"Taylor, John, of Bath"
1635,The Rehearsal,,,"Taylor, Leonard Campbell"
1636,Landscape with Outcrop of Rock,,http://media.tate.org.uk/art/images/work/T/T09/T09698_10.jpg,"Taylor, Richard"
1637,Boodles Club,,http://media.tate.org.uk/art/images/work/N/N03/N03716_10.jpg,"Taylor, Walter"
1638,Mrs R.A. Gorer,,http://media.tate.org.uk/art/images/work/N/N06/N06236_10.jpg,"Tchelitchew, Pavel"
1639,"The Lady Shows Alnaschar the Hidden Treasure, engraved by the Dalziel Brothers",,http://media.tate.org.uk/art/images/work/N/N04/N04127_10.jpg,"Tenniel, Sir John"
1640,Kunisada Eclipsed,,http://media.tate.org.uk/art/images/work/P/P12/P12386_10.jpg,"Teraoka, Masami"
1641,White Cloud,,,"Teshigahara, Sofu"
1642,Who Looks ...,,http://media.tate.org.uk/art/images/work/T/T00/T00507_10.jpg,"Tharrats, Joan-Josep"
1643,Cake Window,,http://media.tate.org.uk/art/images/work/P/P77/P77464_10.jpg,"Thiebaud, Wayne"
1644,Old Lynn,,http://media.tate.org.uk/art/images/work/N/N04/N04380_10.jpg,"Thirtle, John"
1645,Three Drawings for Illustration.  i) A Cab for Two Men  ii) Dictating the Will  iii) Scene on a Ship,,http://media.tate.org.uk/art/images/work/N/N04/N04330_10.jpg,"Thomas, George Housman"
